event_id,timestamp,airline,flight_number,aircraft_model,aircraft_type,origin,destination,latitude,longitude,city,country,fatalities,injuries,damage,cause
EVT000012,2016-11-01T21:26:00,islandAir,IS6804,Bombardier Q400,Turboprop,New York,Mumbai,43.6582,75.34124,Cairo,Australia,0,0,Major,Pilot error
EVT000013,2016-07-11T10:34:00,globalAir,GL6638,Airbus A330,Jet,New York,Paris,32.37881,148.0517,London,France,0,0,Unknown,Engine failure
EVT000014,2018-08-01T07:21:00,skyWays,SK8772,Airbus A330,Jet,London,New York,29.64259,-136.01849,London,Brazil,0,0,Unknown,Weather
EVT000015,2016-01-07T12:41:00,transContinental,TR7859,Embraer 190,Turboprop,New York,Mumbai,-43.02544,-20.9496,Berlin,Egypt,2,0,Unknown,Bird strike
EVT000016,2018-07-05T06:14:00,skyWays,SK7177,Bombardier Q400,Turboprop,Toronto,Sao Paulo,55.10952,-60.96144,Cairo,China,0,0,Hull Loss,Engine failure
EVT000017,2015-12-03T10:17:00,islandAir,IS4281,Bombardier Q400,Turboprop,Toronto,Cairo,20.53246,-11.13503,Paris,France,3,0,Minor,Unknown
EVT000018,2016-12-25T21:31:00,transContinental,TR6218,Bombardier Q400,Turboprop,New York,Sydney,-25.74366,-105.11012,Sydney,India,0,0,Major,Pilot error
EVT000019,2016-07-18T11:22:00,globalAir,GL7007,Airbus A330,Jet,Toronto,Paris,29.0598,48.48961,Sao Paulo,Egypt,0,0,Unknown,Engine failure
EVT000020,2016-05-30T15:07:00,globalAir,GL5416,Airbus A330,Jet,Berlin,Sydney,-18.27642,35.60876,Paris,Canada,0,0,Hull Loss,Bird strike
EVT000021,2019-11-27T21:21:00,islandAir,IS2813,Airbus A330,Jet,Cairo,London,-40.12045,4.20525,Cairo,Australia,0,0,Major,Pilot error
EVT000022,2020-12-17T06:43:00,northernFlights,NO834,Boeing 737,Jet,Sao Paulo,Toronto,-59.34965,89.49336,Mumbai,France,0,0,Hull Loss,Engine failure
EVT000023,2015-09-01T03:00:00,skyWays,SK7267,Bombardier Q400,Turboprop,Sydney,Beijing,46.29269,163.54487,Paris,UK,0,0,Hull Loss,Unknown
EVT000024,2015-05-02T05:16:00,transContinental,TR1951,Boeing 737,Jet,Paris,Berlin,52.58596,-97.6093,Sydney,Canada,0,0,Minor,Mid-air collision
EVT000025,2016-03-03T00:22:00,islandAir,IS8685,Embraer 190,Turboprop,Cairo,Sydney,25.31102,19.78637,Beijing,USA,0,0,Unknown,Weather
EVT000026,2017-10-21T12:43:00,northernFlights,NO6814,Bombardier Q400,Turboprop,Paris,Sydney,50.24396,138.68591,Mumbai,Australia,0,0,Hull Loss,Unknown
EVT000027,2019-08-19T05:41:00,islandAir,IS1275,Boeing 747,Jet,Sydney,Sao Paulo,-32.87104,148.62184,Toronto,Brazil,4,2,Minor,Unknown
EVT000028,2018-09-28T22:08:00,northernFlights,NO2384,Embraer 190,Turboprop,Berlin,Paris,51.7773,-23.72378,Sao Paulo,Germany,0,0,Hull Loss,Unknown
EVT000029,2016-08-09T22:33:00,islandAir,IS5388,Embraer 190,Turboprop,Berlin,Paris,-37.26309,106.64208,Sao Paulo,Germany,2,1,Unknown,Engine failure
EVT000030,2020-07-19T13:20:00,aeroExpress,AE3406,Bombardier Q400,Turboprop,London,New York,32.47348,127.04267,Paris,Egypt,0,0,Major,Unknown
EVT000031,2015-03-29T18:51:00,northernFlights,NO4210,Airbus A320,Jet,Mumbai,Beijing,15.58748,99.70292,Sydney,Brazil,0,0,Hull Loss,Runway excursion
EVT000032,2018-07-28T15:27:00,skyWays,SK2219,Boeing 737,Jet,Cairo,Paris,15.43753,23.34314,Sao Paulo,India,3,0,Unknown,Runway excursion
EVT000033,2018-05-09T09:49:00,aeroExpress,AE7212,Bombardier Q400,Turboprop,Mumbai,Sydney,-39.77688,18.96059,Beijing,Egypt,0,0,Major,Weather
EVT000034,2015-10-21T15:30:00,aeroExpress,AE6528,Boeing 747,Jet,Paris,London,-48.98448,36.44792,London,UK,0,0,Major,Runway excursion
EVT000035,2020-12-11T08:52:00,aeroExpress,AE3037,Bombardier Q400,Turboprop,Cairo,New York,-12.2642,103.52985,Beijing,Germany,0,0,Hull Loss,Engine failure
EVT000036,2019-04-25T07:25:00,aeroExpress,AE8670,Boeing 747,Jet,Paris,Toronto,28.95012,-78.46773,Mumbai,Egypt,0,0,Minor,Unknown
EVT000037,2015-03-07T06:48:00,transContinental,TR5566,Boeing 737,Jet,Paris,Beijing,35.66591,179.21727,Beijing,Egypt,0,0,Major,Weather
EVT000038,2017-02-13T21:05:00,northernFlights,NO9284,Airbus A320,Jet,Mumbai,London,46.58844,17.29728,Toronto,UK,0,0,Unknown,Weather
EVT000039,2017-03-27T03:20:00,aeroExpress,AE3438,Bombardier Q400,Turboprop,Mumbai,Cairo,-37.79002,106.62798,Sao Paulo,Canada,0,0,Major,Runway excursion
EVT000040,2020-02-26T11:03:00,aeroExpress,AE1641,Embraer 190,Turboprop,Berlin,Sydney,35.88204,-99.70767,Sydney,France,0,0,Unknown,Engine failure
EVT000041,2016-01-01T14:41:00,skyWays,SK794,Boeing 747,Jet,Paris,Sao Paulo,-51.22717,140.45224,Paris,UK,0,0,Hull Loss,Pilot error
EVT000042,2019-07-08T14:14:00,transContinental,TR5764,Airbus A320,Jet,Paris,New York,-46.88914,56.38882,Sao Paulo,Brazil,0,0,Unknown,Unknown
EVT000043,2017-03-11T17:46:00,transContinental,TR1708,Airbus A320,Jet,Mumbai,Toronto,58.1874,-3.36279,New York,Brazil,0,0,Hull Loss,Runway excursion
EVT000044,2019-03-29T04:55:00,transContinental,TR1771,Boeing 737,Jet,Paris,Beijing,13.98406,-134.19449,New York,China,0,1,Unknown,Bird strike
EVT000045,2016-08-02T08:36:00,skyWays,SK6118,Boeing 737,Jet,Cairo,Toronto,33.72565,-105.93138,Mumbai,UK,0,0,Unknown,Weather
EVT000046,2017-07-12T00:16:00,skyWays,SK3556,Boeing 747,Jet,Sydney,New York,-41.7963,107.96394,Berlin,Egypt,0,0,Major,Mid-air collision
EVT000047,2015-09-02T07:40:00,islandAir,IS2097,Bombardier Q400,Turboprop,Toronto,Mumbai,30.20724,-140.10989,London,USA,1,1,Major,Weather
EVT000048,2015-11-27T23:10:00,transContinental,TR1469,Boeing 737,Jet,Cairo,London,51.32667,-5.77827,Sydney,Egypt,0,0,Major,Engine failure
EVT000049,2018-09-27T08:50:00,aeroExpress,AE1466,Embraer 190,Turboprop,Sydney,London,-43.4185,16.26492,Paris,USA,0,0,Unknown,Unknown
EVT000050,2017-03-21T11:35:00,islandAir,IS8537,Airbus A330,Jet,Paris,New York,54.01819,-158.77022,London,Australia,0,0,Major,Unknown
EVT000051,2019-04-04T14:41:00,islandAir,IS9377,Airbus A330,Jet,New York,Sydney,42.39062,65.40746,Berlin,India,0,0,Minor,Runway excursion
EVT000052,2018-02-10T04:18:00,skyWays,SK4967,Airbus A330,Jet,Sydney,Cairo,4.22237,-176.49124,Sao Paulo,Brazil,0,0,Major,Weather
EVT000053,2017-12-28T08:50:00,aeroExpress,AE2337,Boeing 747,Jet,Paris,New York,28.79866,55.84161,Sao Paulo,Brazil,3,2,Major,Weather
EVT000054,2018-05-02T10:04:00,aeroExpress,AE5853,Boeing 747,Jet,Sao Paulo,Mumbai,-6.01525,159.09946,London,Canada,0,0,Minor,Bird strike
EVT000055,2018-08-13T03:17:00,transContinental,TR2553,Boeing 747,Jet,Sao Paulo,Mumbai,-3.14526,39.02566,Cairo,Egypt,2,2,Minor,Weather
EVT000056,2020-05-31T16:54:00,islandAir,IS3686,Boeing 747,Jet,Paris,New York,0.88908,47.69869,New York,Germany,0,0,Major,Pilot error
EVT000057,2015-01-28T08:23:00,globalAir,GL5028,Embraer 190,Turboprop,Paris,Cairo,-33.89944,54.9093,Sydney,Canada,0,0,Major,Runway excursion
EVT000058,2019-04-05T19:26:00,northernFlights,NO8710,Airbus A330,Jet,Cairo,Toronto,-44.25998,127.69311,Paris,India,0,0,Hull Loss,Engine failure
EVT000059,2019-11-25T02:54:00,northernFlights,NO6894,Airbus A320,Jet,Sydney,Mumbai,-48.71979,-93.13597,Cairo,China,0,0,Unknown,Runway excursion
EVT000060,2019-05-13T15:54:00,aeroExpress,AE9712,Airbus A330,Jet,Toronto,Sydney,14.15343,-28.2757,Mumbai,Germany,0,0,Hull Loss,Unknown
EVT000061,2016-04-17T11:37:00,transContinental,TR1266,Airbus A330,Jet,Toronto,Paris,30.19617,-46.29517,London,UK,0,0,Hull Loss,Runway excursion
EVT000062,2018-08-04T00:14:00,northernFlights,NO109,Airbus A320,Jet,Toronto,Berlin,-50.01377,51.88222,Beijing,USA,0,0,Minor,Runway excursion
EVT000063,2016-12-08T15:43:00,skyWays,SK4190,Embraer 190,Turboprop,Beijing,London,5.74771,5.26699,Paris,UK,0,0,Hull Loss,Pilot error
EVT000064,2018-09-07T13:20:00,aeroExpress,AE827,Boeing 747,Jet,Beijing,Berlin,-12.6235,-66.74325,Beijing,UK,2,0,Hull Loss,Bird strike
EVT000065,2018-06-07T01:04:00,globalAir,GL4867,Bombardier Q400,Turboprop,Sydney,Toronto,1.01554,-35.1677,Mumbai,Brazil,0,1,Unknown,Mid-air collision
EVT000066,2018-08-05T08:55:00,northernFlights,NO9514,Airbus A330,Jet,London,Sao Paulo,-22.67621,-77.3742,Paris,USA,0,0,Hull Loss,Bird strike
EVT000067,2019-06-24T20:53:00,globalAir,GL7320,Embraer 190,Turboprop,Cairo,London,28.46643,-130.18105,Paris,Germany,2,0,Unknown,Weather
EVT000068,2017-08-20T20:44:00,northernFlights,NO1128,Airbus A320,Jet,Paris,London,20.93332,-16.87944,Mumbai,UK,0,0,Unknown,Weather
EVT000069,2016-05-04T06:00:00,globalAir,GL5663,Airbus A320,Jet,New York,Sydney,-23.55478,-177.73924,New York,Germany,1,0,Major,Runway excursion
EVT000070,2020-09-10T17:01:00,northernFlights,NO4185,Boeing 737,Jet,Cairo,Beijing,-15.83881,-44.83485,Berlin,Brazil,0,0,Unknown,Weather
EVT000071,2015-02-15T08:39:00,skyWays,SK3552,Boeing 737,Jet,Beijing,Paris,24.69694,-122.77528,Berlin,Brazil,0,0,Unknown,Runway excursion
EVT000072,2018-03-14T18:26:00,northernFlights,NO1572,Airbus A320,Jet,Sao Paulo,Toronto,-14.78018,113.47579,Beijing,USA,2,1,Unknown,Pilot error
EVT000073,2020-07-23T17:43:00,skyWays,SK1413,Airbus A330,Jet,Sao Paulo,Mumbai,-2.85868,-68.83043,Berlin,Australia,0,0,Minor,Bird strike
EVT000074,2019-12-02T15:30:00,transContinental,TR1560,Airbus A330,Jet,New York,Mumbai,44.52165,95.01757,Sydney,India,0,0,Unknown,Unknown
EVT000075,2015-07-29T00:19:00,islandAir,IS1785,Boeing 737,Jet,Cairo,Sao Paulo,5.64472,-82.03375,London,India,0,0,Minor,Runway excursion
EVT000076,2019-03-10T00:48:00,globalAir,GL6275,Boeing 737,Jet,Paris,Sydney,43.82638,-9.58826,Toronto,India,1,2,Hull Loss,Pilot error
EVT000077,2019-08-11T23:43:00,transContinental,TR8581,Airbus A320,Jet,Mumbai,Toronto,49.49649,155.00167,Cairo,Brazil,0,0,Hull Loss,Pilot error
EVT000078,2019-10-26T04:47:00,islandAir,IS7984,Airbus A320,Jet,Sao Paulo,Mumbai,-44.8407,-178.56912,London,UK,0,0,Hull Loss,Mid-air collision
EVT000079,2018-04-07T03:50:00,aeroExpress,AE4476,Bombardier Q400,Turboprop,Paris,New York,-9.34295,-49.72561,Toronto,Canada,2,2,Minor,Weather
EVT000080,2019-11-04T07:54:00,islandAir,IS1932,Bombardier Q400,Turboprop,Toronto,Sao Paulo,-17.68814,-125.88804,Beijing,India,0,0,Unknown,Runway excursion
EVT000081,2019-04-09T22:22:00,northernFlights,NO858,Embraer 190,Turboprop,Mumbai,Sao Paulo,40.34741,50.57708,Cairo,Germany,0,0,Hull Loss,Mid-air collision
EVT000082,2019-06-06T12:00:00,aeroExpress,AE8504,Boeing 747,Jet,London,Sydney,10.05538,-164.0237,Paris,Germany,0,0,Unknown,Pilot error
EVT000083,2017-04-07T03:22:00,northernFlights,NO8947,Airbus A330,Jet,London,Mumbai,-15.82963,-93.78184,Mumbai,Australia,0,0,Major,Unknown
EVT000084,2019-03-05T18:34:00,transContinental,TR8949,Airbus A320,Jet,Sao Paulo,Mumbai,41.57446,-124.16013,Mumbai,Canada,0,0,Major,Unknown
EVT000085,2020-08-26T09:52:00,islandAir,IS1766,Embraer 190,Turboprop,Sydney,Mumbai,-33.71019,145.31194,Mumbai,UK,0,0,Major,Bird strike
EVT000086,2019-07-13T23:33:00,globalAir,GL2184,Bombardier Q400,Turboprop,Mumbai,Berlin,-21.22098,105.21933,New York,China,0,0,Minor,Engine failure
EVT000087,2019-01-30T23:23:00,globalAir,GL5157,Airbus A320,Jet,Sydney,Mumbai,-39.52946,140.43327,Paris,China,1,0,Hull Loss,Pilot error
EVT000088,2017-04-14T06:17:00,islandAir,IS1949,Boeing 747,Jet,Berlin,New York,29.61699,-56.69474,New York,Egypt,0,0,Hull Loss,Pilot error
EVT000089,2017-09-12T00:31:00,northernFlights,NO9619,Embraer 190,Turboprop,Sydney,Berlin,-12.22001,78.02253,Berlin,Australia,0,0,Unknown,Mid-air collision
EVT000090,2019-09-11T18:08:00,northernFlights,NO2586,Airbus A330,Jet,Berlin,Cairo,10.47477,-84.16415,Sydney,USA,3,1,Minor,Engine failure
EVT000091,2020-10-05T20:05:00,transContinental,TR9574,Boeing 737,Jet,Cairo,Sydney,56.67821,130.69939,Cairo,China,0,0,Minor,Pilot error
EVT000092,2015-10-13T14:17:00,transContinental,TR7803,Bombardier Q400,Turboprop,Mumbai,Sao Paulo,-24.07646,-72.56893,Toronto,Brazil,0,0,Minor,Bird strike
EVT000093,2017-06-22T11:07:00,aeroExpress,AE4345,Bombardier Q400,Turboprop,Paris,Cairo,36.47831,17.68188,Sydney,UK,0,0,Minor,Mid-air collision
EVT000094,2020-03-14T11:00:00,globalAir,GL1419,Boeing 737,Jet,Paris,Cairo,-43.7865,109.80471,Berlin,Australia,0,0,Major,Pilot error
EVT000095,2020-07-02T14:01:00,transContinental,TR9642,Airbus A320,Jet,Paris,Cairo,4.96075,117.95177,Mumbai,UK,4,2,Minor,Engine failure
EVT000096,2015-01-15T19:10:00,aeroExpress,AE6866,Bombardier Q400,Turboprop,London,Paris,37.44282,-136.24761,Paris,Brazil,0,0,Hull Loss,Weather
EVT000097,2020-02-12T13:40:00,aeroExpress,AE146,Bombardier Q400,Turboprop,Berlin,Paris,-51.94421,-30.82635,Cairo,Egypt,0,0,Major,Engine failure
EVT000098,2020-09-05T17:38:00,skyWays,SK4841,Boeing 747,Jet,Beijing,Mumbai,19.51907,-56.50167,London,UK,0,0,Minor,Weather
EVT000099,2016-03-19T11:10:00,islandAir,IS894,Boeing 747,Jet,Berlin,Sydney,-37.55346,115.99904,Cairo,USA,0,0,Unknown,Engine failure
EVT000100,2020-10-20T09:07:00,islandAir,IS3594,Bombardier Q400,Turboprop,Sao Paulo,Beijing,-40.76583,10.6086,Sydney,France,1,1,Minor,Engine failure
EVT000101,2018-06-09T03:51:00,aeroExpress,AE7523,Bombardier Q400,Turboprop,Cairo,Beijing,-3.04316,-67.62418,Sao Paulo,Brazil,0,0,Unknown,Pilot error
EVT000102,2020-10-14T04:26:00,globalAir,GL3130,Bombardier Q400,Turboprop,Paris,London,12.43762,29.21343,London,China,0,0,Hull Loss,Engine failure
EVT000103,2016-01-24T06:19:00,islandAir,IS5446,Embraer 190,Turboprop,Toronto,Sao Paulo,39.44095,126.17353,New York,USA,0,0,Hull Loss,Runway excursion
EVT000104,2019-12-13T10:42:00,transContinental,TR9789,Embraer 190,Turboprop,Sao Paulo,New York,-14.01561,0.13082,Sydney,India,0,0,Minor,Unknown
EVT000105,2019-09-17T00:18:00,aeroExpress,AE2202,Airbus A320,Jet,Berlin,Paris,-20.86944,28.77796,Toronto,Egypt,0,0,Minor,Bird strike
EVT000106,2016-02-23T07:45:00,islandAir,IS9499,Boeing 737,Jet,Beijing,Cairo,-57.68887,142.33357,Sydney,Germany,0,0,Hull Loss,Pilot error
EVT000107,2016-08-25T02:11:00,skyWays,SK8587,Boeing 737,Jet,London,Mumbai,8.13414,175.68607,Beijing,Germany,0,0,Minor,Runway excursion
EVT000108,2018-03-26T23:51:00,globalAir,GL7944,Airbus A320,Jet,Berlin,Sao Paulo,53.10895,140.17343,Cairo,Canada,0,0,Hull Loss,Mid-air collision
EVT000109,2018-10-03T04:48:00,transContinental,TR6352,Boeing 747,Jet,Beijing,Paris,-33.73613,82.25739,Paris,China,0,0,Major,Engine failure
EVT000110,2015-08-07T20:35:00,islandAir,IS8148,Embraer 190,Turboprop,Paris,Berlin,-13.53546,125.62789,London,India,0,0,Hull Loss,Bird strike
EVT000111,2018-11-29T13:57:00,aeroExpress,AE3779,Airbus A330,Jet,Cairo,Mumbai,-12.11585,-17.99013,Toronto,USA,0,1,Major,Mid-air collision
EVT000112,2019-01-17T01:13:00,globalAir,GL4074,Embraer 190,Turboprop,Toronto,Cairo,-35.7357,-170.66786,Mumbai,UK,0,0,Unknown,Pilot error
EVT000113,2018-01-22T23:25:00,transContinental,TR3770,Boeing 737,Jet,London,Paris,-9.63413,-163.19131,London,Egypt,0,0,Major,Pilot error
EVT000114,2020-02-22T13:27:00,transContinental,TR7494,Bombardier Q400,Turboprop,London,Berlin,-39.89709,-0.36505,Beijing,Germany,0,0,Major,Weather
EVT000115,2016-01-20T16:32:00,islandAir,IS6710,Airbus A320,Jet,Toronto,Sao Paulo,54.12646,-95.58163,Sydney,India,0,0,Minor,Runway excursion
EVT000116,2015-06-11T23:07:00,skyWays,SK1364,Bombardier Q400,Turboprop,Beijing,Cairo,39.84425,150.36808,Toronto,China,0,0,Major,Pilot error
EVT000117,2018-11-10T18:36:00,transContinental,TR7064,Airbus A330,Jet,Sydney,London,-30.59809,39.05151,Berlin,France,0,0,Major,Bird strike
EVT000118,2018-10-01T10:47:00,skyWays,SK9443,Airbus A320,Jet,Sao Paulo,Cairo,22.62193,-117.61595,Sydney,China,0,0,Hull Loss,Weather
EVT000119,2020-10-26T22:39:00,aeroExpress,AE6050,Airbus A330,Jet,Paris,Sao Paulo,58.98152,73.08672,Paris,France,4,1,Unknown,Pilot error
EVT000120,2015-02-18T15:37:00,skyWays,SK4536,Bombardier Q400,Turboprop,Toronto,Cairo,49.12764,-118.84481,Sydney,UK,0,1,Hull Loss,Runway excursion
EVT000121,2018-02-13T00:13:00,northernFlights,NO1608,Airbus A320,Jet,Berlin,New York,19.84922,-159.02927,Mumbai,Germany,0,0,Hull Loss,Mid-air collision
EVT000122,2019-06-06T08:14:00,northernFlights,NO6392,Bombardier Q400,Turboprop,Mumbai,Cairo,45.32549,-3.37567,Toronto,Germany,0,0,Hull Loss,Weather
EVT000123,2019-09-12T23:42:00,aeroExpress,AE5516,Airbus A320,Jet,Cairo,Mumbai,22.26101,142.86783,London,Egypt,2,0,Hull Loss,Engine failure
EVT000124,2020-07-09T19:00:00,aeroExpress,AE5883,Airbus A330,Jet,Sao Paulo,Paris,-21.20801,83.64306,Mumbai,Australia,0,0,Major,Bird strike
EVT000125,2018-02-17T05:14:00,globalAir,GL9237,Boeing 747,Jet,Sydney,Paris,15.52634,169.76699,Mumbai,Canada,10,0,Hull Loss,Unknown
EVT000126,2017-04-05T15:49:00,northernFlights,NO6826,Airbus A330,Jet,Toronto,Sydney,-2.04996,-54.43046,London,China,0,0,Hull Loss,Mid-air collision
EVT000127,2018-04-17T23:30:00,skyWays,SK1952,Boeing 737,Jet,New York,Sao Paulo,31.78685,-156.43139,Beijing,France,0,0,Unknown,Mid-air collision
EVT000128,2018-06-05T00:41:00,globalAir,GL3857,Airbus A320,Jet,Sao Paulo,Mumbai,-43.66577,-110.89909,Mumbai,China,0,0,Minor,Engine failure
EVT000129,2016-06-09T14:41:00,islandAir,IS1874,Bombardier Q400,Turboprop,London,New York,-14.06166,112.03454,London,UK,0,0,Unknown,Mid-air collision
EVT000130,2020-04-13T19:12:00,northernFlights,NO2408,Embraer 190,Turboprop,London,Cairo,58.45763,-115.98106,New York,Brazil,0,0,Major,Unknown
EVT000131,2017-02-28T12:58:00,transContinental,TR3322,Airbus A320,Jet,New York,London,-34.84692,-57.9149,London,Brazil,1,0,Major,Runway excursion
EVT000132,2019-06-17T14:26:00,globalAir,GL2227,Boeing 747,Jet,Toronto,Mumbai,17.72417,-11.84726,London,Egypt,0,0,Minor,Engine failure
EVT000133,2016-11-20T01:34:00,globalAir,GL5110,Boeing 747,Jet,Sao Paulo,Cairo,1.01699,-114.15427,Sao Paulo,China,0,0,Hull Loss,Engine failure
EVT000134,2017-03-08T16:47:00,northernFlights,NO1598,Airbus A330,Jet,Toronto,Cairo,38.63253,-167.34549,Beijing,USA,0,0,Unknown,Runway excursion
EVT000135,2016-02-22T01:31:00,globalAir,GL7027,Boeing 737,Jet,London,Sao Paulo,51.39638,-116.56356,Mumbai,UK,0,0,Unknown,Weather
EVT000136,2015-11-23T20:21:00,transContinental,TR7585,Embraer 190,Turboprop,Cairo,New York,43.59299,-21.24115,Sydney,Australia,0,0,Unknown,Runway excursion
EVT000137,2016-02-04T23:03:00,skyWays,SK5936,Boeing 747,Jet,Beijing,Mumbai,-51.98694,24.57938,Cairo,Canada,0,0,Minor,Engine failure
EVT000138,2020-05-23T21:40:00,transContinental,TR6755,Boeing 747,Jet,Sydney,Beijing,-21.35589,-139.56508,Sydney,Egypt,2,2,Unknown,Weather
EVT000139,2017-11-03T13:12:00,transContinental,TR1356,Embraer 190,Turboprop,Toronto,Beijing,40.74583,-12.03588,New York,Australia,0,0,Hull Loss,Runway excursion
EVT000140,2018-10-22T16:08:00,northernFlights,NO5805,Airbus A320,Jet,Paris,Mumbai,-3.08064,-50.03139,Mumbai,Australia,0,0,Hull Loss,Weather
EVT000141,2019-12-16T06:29:00,northernFlights,NO2612,Embraer 190,Turboprop,Sydney,London,-52.98,-171.9365,Toronto,France,0,0,Hull Loss,Engine failure
EVT000142,2016-09-08T03:13:00,transContinental,TR3672,Boeing 737,Jet,Sydney,Toronto,-25.53703,61.02302,Toronto,Egypt,0,0,Unknown,Runway excursion
EVT000143,2019-12-20T20:01:00,transContinental,TR5971,Embraer 190,Turboprop,Berlin,Paris,40.53543,153.01162,Sao Paulo,Egypt,0,0,Minor,Pilot error
EVT000144,2016-08-31T04:01:00,transContinental,TR5319,Bombardier Q400,Turboprop,London,Beijing,-20.83841,-7.5195,Beijing,Germany,0,0,Unknown,Weather
EVT000145,2020-09-19T08:54:00,transContinental,TR4000,Bombardier Q400,Turboprop,Sao Paulo,Sydney,-18.74739,103.75686,Berlin,India,0,0,Unknown,Pilot error
EVT000146,2016-01-22T04:40:00,globalAir,GL1124,Airbus A320,Jet,New York,London,8.87753,-23.88702,Sydney,France,0,0,Major,Mid-air collision
EVT000147,2019-12-25T08:09:00,globalAir,GL6043,Airbus A320,Jet,London,Mumbai,-17.38485,-101.82099,Paris,Germany,0,0,Unknown,Unknown
EVT000148,2017-03-27T22:40:00,aeroExpress,AE3580,Embraer 190,Turboprop,Sao Paulo,Sydney,59.37343,179.31631,Mumbai,India,0,2,Unknown,Engine failure
EVT000149,2020-02-13T02:36:00,globalAir,GL3214,Airbus A330,Jet,New York,Sao Paulo,32.10377,12.18702,Cairo,UK,0,0,Hull Loss,Engine failure
EVT000150,2016-01-13T17:05:00,globalAir,GL8337,Bombardier Q400,Turboprop,New York,Mumbai,31.65031,-71.81353,Cairo,USA,0,0,Hull Loss,Unknown
EVT000151,2018-08-22T03:38:00,skyWays,SK7429,Embraer 190,Turboprop,New York,Paris,41.94917,57.66342,Berlin,France,0,0,Minor,Mid-air collision
EVT000152,2019-03-03T05:45:00,globalAir,GL6706,Embraer 190,Turboprop,Berlin,Toronto,59.59017,-73.23099,New York,Australia,0,0,Hull Loss,Unknown
EVT000153,2017-08-14T22:15:00,islandAir,IS3316,Bombardier Q400,Turboprop,Beijing,Paris,-51.44694,-119.20348,Berlin,China,3,5,Minor,Pilot error
EVT000154,2016-02-12T22:33:00,transContinental,TR4626,Airbus A330,Jet,Sao Paulo,Mumbai,1.62172,-14.94598,Toronto,Germany,0,0,Unknown,Bird strike
EVT000155,2020-08-05T23:18:00,aeroExpress,AE730,Boeing 747,Jet,Sao Paulo,Mumbai,6.79407,-52.24027,Beijing,USA,0,0,Minor,Weather
EVT000156,2018-04-03T14:45:00,globalAir,GL6550,Embraer 190,Turboprop,Sydney,Paris,12.10159,21.36849,Sydney,Egypt,0,0,Major,Weather
EVT000157,2019-04-13T07:14:00,globalAir,GL975,Boeing 737,Jet,Cairo,Berlin,-14.10833,-132.67353,Cairo,USA,0,0,Major,Pilot error
EVT000158,2020-09-30T20:12:00,skyWays,SK4768,Bombardier Q400,Turboprop,Toronto,Mumbai,7.16404,-13.40262,New York,USA,0,0,Minor,Mid-air collision
EVT000159,2017-01-23T00:02:00,islandAir,IS5992,Airbus A330,Jet,Berlin,Paris,-57.87013,-3.77645,Cairo,Canada,0,0,Minor,Mid-air collision
EVT000160,2015-04-25T12:22:00,globalAir,GL1872,Bombardier Q400,Turboprop,Berlin,New York,-33.54943,-50.91413,Toronto,China,3,0,Major,Mid-air collision
EVT000161,2018-09-14T11:17:00,skyWays,SK7403,Bombardier Q400,Turboprop,Mumbai,Sao Paulo,25.23307,-61.30601,Mumbai,Australia,0,0,Major,Pilot error
EVT000162,2016-12-16T14:51:00,northernFlights,NO2274,Airbus A320,Jet,Paris,Berlin,-37.47623,-166.41741,Berlin,France,3,1,Unknown,Mid-air collision
